1135520193058050048	0130	0310	1127	1300
1136016643412070400	0515	0610	1901	2000
1137349853987344384	0304	0327	0915	1000
1137828792354607104	0000	0020	0612	0708
1138574175032709120	0120	0215	1006	1100
1139287563635396608	0115	0225	1124	1225
1139288657740566528	0400	0515	1514	1700
1139292751972667392	0311	0500	1302	1406
1139294294910308352	0224	0412	1207	1315
1139295073020809216	0515	0705	1525	1712
1140731293894578176	0327	0600	1615	1705
1140743510538981376	0215	0518	1413	1508
1141440715692314624	0615	0715	1800	1900
1141444373083459584	0824	0923	1714	1810
1142657456770519040	0809	0905	1825	1925
1143157609994522624	0212	0404	0923	1017
1143268249371283456	0611	0811	1600	1710
1143280980551929856	0811	0915	1906	2017
1143297614675054592	0510	0613	1420	1529
1144979162478546944	0414	0600	1529	1622
1145025805131321344	0620	0813	1717	1902
1145739308242702336	0317	0428	1409	1511
1147247041794150400	0000	0220	1318	1517
1147260901460676608	0220	0313	1520	1627
1148644746495922176	0212	0329	1400	1501
1149140451958329344	0320	0504	1125	1305
1149143037843214336	0123	0307	1226	1329
1149689010306813952	0600	0707	1507	1627
1149862719076306944	0424	0526	1500	1527
1151148449559875584	0617	0728	1518	1616
1151258401435684864	0620	0817	2010	2110
1151938460546895872	0420	0620	1707	1822
1152273837489000448	0520	0917	1515	1621
1152294446285590528	0709	0915	2007	2007
1153009388164878336	0810	1013	1625	1804
1153051816318078976	0600	0807	1814	1918
1153364144708259840	0529	0628	1708	1817
1153368324072148992	0624	0810	1502	1617
1155473946938839040	0527	0800	2027	2227
1155516904597753856	0506	0710	1517	1616
1156015014063247360	0302	0419	1905	2101
1157777867564781568	0429	0624	1413	1518
1158081528094396416	0715	0812	1707	1805
1158121747237703680	0420	0729	1220	1410
1158210088226394112	0408	0509	1708	1924
1159844101647110144	0608	0716	1609	1709
1159876942183403520	0617	0718	1518	1618
1160022659078164480	0325	0509	1403	1508
1160574281751597056	0325	0627	1402	1503
1160969175854878720	0200	0220	0920	1010
1161035859718443008	0722	0905	1714	1821
1161039891853873152	0611	0800	2100	2202
1161405315078557696	0409	0505	1415	1502
1161410259663851520	0623	0726	1503	1526
1161424013424201728	0225	0420	1114	1203
1163170677465944064	0617	0722	1722	1822
1166458593940213760	0000	0207	1725	1910
1167270401420693504	0117	0413	1302	1328
1167276379264389120	0608	0815	1202	1320
1167828621449105408	0415	0602	1313	1423
1168627264498307072	0300	0413	1200	1226
1168643417354407936	0610	0710	1410	1510
1169085029020733440	0512	0612	1405	1507
1169690907298107392	0603	0706	1827	1913
1170098064988442624	1027	1214	1711	1816
1170120314710003712	0714	0816	1427	1523
1170363967529422848	0416	0513	1410	1429
1170405121432096768	0503	0603	1603	1715
1170440944898674688	0829	1018	1612	1820
1171438068671057920	0917	1113	1624	1724
1171442773736427520	0706	0909	1604	1708
1172921613071552512	0703	0901	1519	1619
1173633569030017024	0726	0826	1500	1604
1173636987983368192	0804	0922	1513	1623
1173703899434061824	0721	0820	1512	1716
1173981162369060864	0527	0825	1902	1902
1174370679324282880	1007	1117	1805	1904
1174425083150733312	0418	0519	1615	1714
1174433735370739712	0604	0708	1623	1728
1174492924038221824	0522	0724	1422	1619
1174523801946427392	0526	0623	1801	1822
1174529588961873920	0615	0907	1508	1609
1174721023061397504	0213	0423	1511	1621
1175191462074257408	0811	0919	1518	1622
1176295654708875264	0406	0513	1013	1126
1176296339600969728	0329	0505	0915	1010
1176303878489116672	0526	0703	1500	1609
1176329336312172544	0820	1004	1625	1906
1176574292930990080	0417	0618	1312	1405
1176577233465249792	0504	0612	1227	1322
1176599941691346944	0211	0401	0817	0909
1177681938622844928	0717	0824	1514	1619
1178097221405642752	0612	0722	1410	1529
1178752628969050112	0502	0601	0800	0829
1179046964067700736	0612	0706	1405	1426
1179470992779644928	0609	0715	1514	1611
1179474475293478912	0802	0905	1524	1700
1180120357101768704	0627	0813	1529	1624
1180126587761332224	0403	0517	1709	1813
1180239078050893824	0328	0619	1414	1414
1180613137162964992	0715	0809	1506	1613
1180617114415927296	0819	0915	1705	1802
1180619161752178688	0700	0809	1427	1617
1180987337182679040	0727	0908	1526	1626
1181024942083411968	0623	0716	1416	1520
1181287420545601536	0510	0706	1520	1618
1181291897520525312	0707	0907	1406	1500
1181349858875936768	0603	0626	1328	1419
1181374351086325760	0516	0626	1529	1709
1181376885322551296	0610	0710	1616	1709
1181388907686793216	0608	0729	1505	1621
1182751133148516352	0012	0115	1012	1116
1182759104704286720	0807	0905	1300	1406
1183384449673465856	0608	0816	1601	1700
1183831175140085760	0615	0726	1324	1426
1183881348172091392	0514	0615	1412	1511
1184175390046949376	0706	0811	1528	1702
1184212569901109248	0508	0801	1406	1601
1184255921463889920	0526	0708	1511	1613
1184257670958419968	0523	0804	1508	1611
1186273450763882496	0708	0827	1605	1704
1187541702206951424	0801	0921	1705	1818
1187551526143528960	0704	0829	1312	1412
1187813809994207232	0400	0520	1400	1507
1187898411337256960	0708	0905	1601	1706
1187900485445750784	0720	0820	1514	1609
1187905231665631232	0617	0723	1408	1510
1187906724112240640	0217	0626	1406	1506
1188092056409608192	0421	0528	1420	1523
1188111885870960640	0318	0704	1404	1510
1188185950870704128	0620	0810	1416	1525
1188197006477234176	0520	0622	1317	1420
1188202756897378304	0528	0702	1512	1615
1188263812546039808	0713	0819	1502	1619
1188264679265406976	0705	0825	1600	1701
1188270500342796288	0702	0809	1507	1606
1189170958347407360	0829	1101	1508	1702
1189982040850829312	0505	0701	1429	1602
1189990875699220480	0501	0700	1502	1610
1190436440358653952	0327	0500	1523	1700
1190441647834533888	0426	0604	1401	1510
1190779857747972096	0517	0626	1503	1604
1191073383631163392	0329	0517	1413	1522
1191092016084291584	0604	0707	1403	1516
1191455993624662016	0410	0515	1317	1425
1191461329924395008	0527	0719	1508	1621
1191467291066372096	0224	0505	1207	1303
1191829684787220480	0523	0627	1400	1503
1192189600249024512	0723	0903	1725	1826
1192582335518871552	0005	0207	1401	1506
				
1137449732378071040	0526	0726	0907	1215
1138209450495184896	0000	0000	0708	0914
1142656495402487808	1110	1222	1902	1928
1142928102817665024	0615	0714	1423	1600
1144325732814688256	0113	0700	0915	1013
1145007356883636224	0323	0518	1300	1327
1145465544632307712	0103	0212	0500	0520
1148369263329939456	0007	0204	1300	1414
1150837278084567040	0014	0227	1711	1814
1151241118986407936	0608	0928	1925	2128
1152359720154173440	0328	0514	0729	0822
1153005286957649920	0816	1026	1520	1720
1155461873626386432	0415	0616	1424	1527
1155462493037006848	0512	0724	1327	1428
1155621710603620352	0617	0810	1606	1812
1155941053304541184	0417	0710	1507	1507
1158170281991344128	0129	0326	1522	1727
1158804346377474048	0000	0000	3603	3710
1159812709802446848	0625	0800	1502	1522
1160956902386044928	0427	0523	1906	1928
1161004795281149952	0705	1019	1524	1705
1161016306573643776	0525	0712	1822	1915
1163174506357985280	0820	1018	1625	1726
1163220446204792832	0915	1116	1612	1723
1163440559113768960	0628	0819	1425	1425
1166025714890313728	0603	0726	1620	1620
1166370634150842368	0208	0327	1607	1607
1167262722967080960	0014	0128	1127	1223
1168993984471764992	0405	0511	1329	1329
1168994916135735296	0523	0623	1314	1314
1168995969807814656	0510	0720	1425	1425
1168996459178233856	0317	0425	1404	1404
1169648298118746112	0509	0628	1320	1500
1169730565960765440	0507	0825	1324	1427
1169787332916809728	0605	0823	1500	1619
1170095149301239808	0726	0904	1529	1529
1170409106205446144	0623	0719	1607	1626
1170434951179538432	0507	0725	1329	1329
1170438378727018496	0401	0518	1222	1413
1172936665514250240	0825	0922	1702	1827
1172940037583671296	0704	0911	1527	1527
1173629939761680384	0319	0900	1709	1709
1173997643861463040	1029	1205	1901	1901
1174311767657025536	0515	0623	0908	1009
1174355569490923520	0621	0726	1427	1601
1174374840396812288	0307	0819	1927	2103
1174376632979427328	0627	0810	1315	1409
1174389856021909504	0615	0906	1611	1611
1174526683433275392	0710	0819	1700	1726
1175766939411288064	0715	0824	1505	1505
1176575550442049536	0000	0220	0708	0829
1176576333812207616	0114	0320	0911	1001
1176589159331139584	0509	0628	1610	1610
1177370465627410432	0629	0910	1306	1416
1177678046371647488	0628	0829	1418	1516
1177685197370560512	0700	0818	1520	1701
1178324139799351296	0426	0727	1111	1206
1179941575791349760	0000	0000	1207	1207
1180240075578019840	0223	0411	1409	1503
1180880022735556608	0500	0614	1900	2022
1181275773953249280	0714	0908	1825	2000
1181580449546375168	0000	0101	0820	0923
1181592504861069312	0528	0711	1316	1501
1181598447577468928	0429	0727	1413	1413
1183837192984858624	0620	1005	1213	1315
1184214604524425216	0000	0000	1112	1222
1185640660401786880	0120	0323	1208	1208
1187760838673567744	0211	0414	1001	1001
1187760876082565120	0407	0627	1310	1421
1187763981868208128	0404	0604	1311	1324
1187765067316334592	0217	0511	1303	1303
